SeqNo,Date,UTC Time,Time,IOvector
1514,1/17/2019,54:12.3, 000:11:34.338,650
1515,1/17/2019,54:12.5, 000:11:34.586,682
1516,1/17/2019,54:13.5, 000:11:35.588,262826
1517,1/17/2019,54:13.6, 000:11:35.688,262824
1518,1/17/2019,54:13.8, 000:11:35.919,524969
1519,1/17/2019,54:14.0, 000:11:36.045,524968
1520,1/17/2019,54:14.2, 000:11:36.302,4194986
1521,1/17/2019,54:14.9, 000:11:37.032,4197034
1522,1/17/2019,54:15.0, 000:11:37.113,4198058
1523,1/17/2019,54:15.1, 000:11:37.151,4197034
1524,1/17/2019,54:15.2, 000:11:37.250,4198058
1525,1/17/2019,54:15.8, 000:11:37.882,4197034
1526,1/17/2019,54:16.0, 000:11:38.044,4194986
1527,1/17/2019,54:16.3, 000:11:38.347,4211370
1528,1/17/2019,54:17.3, 000:11:39.363,4194986
1529,1/17/2019,54:17.8, 000:11:39.850,74410
1530,1/17/2019,54:17.8, 000:11:39.925,74282
1531,1/17/2019,54:18.0, 000:11:40.123,66090
1532,1/17/2019,54:18.1, 000:11:40.191,618
1533,1/17/2019,54:18.2, 000:11:40.247,554
1534,1/17/2019,54:18.4, 000:11:40.483,682
1535,1/17/2019,54:19.4, 000:11:41.486,1049258
1536,1/17/2019,54:19.5, 000:11:41.552,1049250
1537,1/17/2019,54:19.7, 000:11:41.820,2097830
1538,1/17/2019,54:19.8, 000:11:41.934,2097826
1539,1/17/2019,54:20.1, 000:11:42.211,4194986
1540,1/17/2019,54:24.2, 000:11:46.317,4211370
1541,1/17/2019,54:25.2, 000:11:47.254,4194986
1542,1/17/2019,54:25.7, 000:11:47.803,4203178
1543,1/17/2019,54:26.6, 000:11:48.727,4194986
1544,1/17/2019,54:27.2, 000:11:49.255,37546
1545,1/17/2019,54:27.2, 000:11:49.324,37514
1546,1/17/2019,54:27.4, 000:11:49.454,33418
1547,1/17/2019,54:27.5, 000:11:49.623,666
1548,1/17/2019,54:27.6, 000:11:49.688,650
1549,1/17/2019,54:27.9, 000:11:49.934,682
1550,1/17/2019,54:28.9, 000:11:50.937,262826
1551,1/17/2019,54:29.0, 000:11:51.038,262824
1552,1/17/2019,54:29.2, 000:11:51.273,524969
1553,1/17/2019,54:29.3, 000:11:51.406,524968
1554,1/17/2019,54:29.6, 000:11:51.660,4194986
1555,1/17/2019,54:30.3, 000:11:52.374,4197034
1556,1/17/2019,54:30.3, 000:11:52.382,4198058
1557,1/17/2019,54:31.3, 000:11:53.383,4196010
1558,1/17/2019,54:31.3, 000:11:53.426,4194986
1559,1/17/2019,54:31.6, 000:11:53.689,4211370
1560,1/17/2019,54:32.7, 000:11:54.735,4194986
1561,1/17/2019,54:33.1, 000:11:55.169,74410
1562,1/17/2019,54:33.2, 000:11:55.245,74282
1563,1/17/2019,54:33.3, 000:11:55.337,66090
1564,1/17/2019,54:33.4, 000:11:55.510,618
1565,1/17/2019,54:33.5, 000:11:55.566,554
1566,1/17/2019,54:33.7, 000:11:55.802,682
1567,1/17/2019,54:34.7, 000:11:56.805,1049258
1568,1/17/2019,54:34.8, 000:11:56.872,1049250
1569,1/17/2019,54:35.0, 000:11:57.133,2097830
1570,1/17/2019,54:35.2, 000:11:57.247,2097826
1571,1/17/2019,54:35.4, 000:11:57.525,4194986
1572,1/17/2019,54:38.2, 000:12:00.271,4196010
1573,1/17/2019,54:39.3, 000:12:01.341,4194986
1574,1/17/2019,54:39.5, 000:12:01.578,148138
1575,1/17/2019,54:39.5, 000:12:01.622,147626
1576,1/17/2019,54:39.7, 000:12:01.797,131242
1577,1/17/2019,54:39.8, 000:12:01.898,426
1578,1/17/2019,54:39.9, 000:12:01.957,170
1579,1/17/2019,54:40.1, 000:12:02.200,682
1580,1/17/2019,54:41.1, 000:12:03.203,262826
1581,1/17/2019,54:41.2, 000:12:03.303,262824
1582,1/17/2019,54:41.5, 000:12:03.547,524969
1583,1/17/2019,54:41.6, 000:12:03.677,524968
1584,1/17/2019,54:41.8, 000:12:03.934,4194986
1585,1/17/2019,54:42.6, 000:12:04.649,4196010
1586,1/17/2019,54:42.8, 000:12:04.893,4198058
1587,1/17/2019,54:43.5, 000:12:05.611,4196010
1588,1/17/2019,54:43.6, 000:12:05.668,4194986
1589,1/17/2019,54:43.9, 000:12:05.945,4211370
1590,1/17/2019,54:44.9, 000:12:06.958,4194986
1591,1/17/2019,54:45.3, 000:12:07.430,74410
1592,1/17/2019,54:45.4, 000:12:07.501,74282
1593,1/17/2019,54:45.6, 000:12:07.687,66090
1594,1/17/2019,54:45.7, 000:12:07.771,618
1595,1/17/2019,54:45.7, 000:12:07.826,554
1596,1/17/2019,54:46.0, 000:12:08.063,682
1597,1/17/2019,54:47.0, 000:12:09.066,1049258
1598,1/17/2019,54:47.0, 000:12:09.128,1049250
1599,1/17/2019,54:47.3, 000:12:09.392,2097830
1600,1/17/2019,54:47.4, 000:12:09.501,2097826
1601,1/17/2019,54:47.7, 000:12:09.780,4194986
1602,1/17/2019,54:51.8, 000:12:13.895,4211370
1603,1/17/2019,54:52.7, 000:12:14.824,4194986
1604,1/17/2019,54:53.3, 000:12:15.379,4203178
1605,1/17/2019,54:54.2, 000:12:16.296,4194986
1606,1/17/2019,54:54.7, 000:12:16.830,37546
1607,1/17/2019,54:54.8, 000:12:16.906,37514
1608,1/17/2019,54:54.9, 000:12:17.034,33418
1609,1/17/2019,54:55.1, 000:12:17.200,666
1610,1/17/2019,54:55.2, 000:12:17.264,650
1611,1/17/2019,54:55.4, 000:12:17.511,682
1612,1/17/2019,54:56.4, 000:12:18.514,262826
1613,1/17/2019,54:56.5, 000:12:18.615,262824
1614,1/17/2019,54:56.8, 000:12:18.844,524969
1615,1/17/2019,54:56.9, 000:12:18.963,524968
1616,1/17/2019,54:57.1, 000:12:19.217,4194986
1617,1/17/2019,54:57.9, 000:12:19.943,4196010
1618,1/17/2019,54:57.9, 000:12:19.980,4198058
1619,1/17/2019,54:58.9, 000:12:20.952,4196010
1620,1/17/2019,54:58.9, 000:12:20.982,4194986
1621,1/17/2019,54:59.2, 000:12:21.239,4211370
1622,1/17/2019,55:00.2, 000:12:22.286,4194986
1623,1/17/2019,55:00.6, 000:12:22.720,74410
1624,1/17/2019,55:00.7, 000:12:22.801,74282
1625,1/17/2019,55:00.9, 000:12:22.959,66090
1626,1/17/2019,55:01.0, 000:12:23.064,618
1627,1/17/2019,55:01.0, 000:12:23.118,554
1628,1/17/2019,55:01.3, 000:12:23.357,682
1629,1/17/2019,55:02.3, 000:12:24.360,1049258
1630,1/17/2019,55:02.3, 000:12:24.424,1049250
1631,1/17/2019,55:02.6, 000:12:24.684,2097830
1632,1/17/2019,55:02.7, 000:12:24.793,2097826
1633,1/17/2019,55:03.0, 000:12:25.072,4194986
1634,1/17/2019,55:05.7, 000:12:27.808,4196010
1635,1/17/2019,55:06.8, 000:12:28.882,4194986
1636,1/17/2019,55:07.0, 000:12:29.106,148138
1637,1/17/2019,55:07.1, 000:12:29.148,147626
1638,1/17/2019,55:07.2, 000:12:29.320,131242
1639,1/17/2019,55:07.3, 000:12:29.427,426
1640,1/17/2019,55:07.4, 000:12:29.486,170
1641,1/17/2019,55:07.6, 000:12:29.728,682
1642,1/17/2019,55:08.6, 000:12:30.730,262826
1643,1/17/2019,55:08.7, 000:12:30.830,262824
1644,1/17/2019,55:09.0, 000:12:31.057,524969
1645,1/17/2019,55:09.1, 000:12:31.183,524968
1646,1/17/2019,55:09.4, 000:12:31.436,4194986
1647,1/17/2019,55:10.1, 000:12:32.157,4196010
1648,1/17/2019,55:11.1, 000:12:33.164,4196010
1649,1/17/2019,55:11.1, 000:12:33.208,4194986
1650,1/17/2019,55:11.4, 000:12:33.466,4211370
1651,1/17/2019,55:12.4, 000:12:34.515,4194986
1652,1/17/2019,55:12.9, 000:12:34.949,74410
1653,1/17/2019,55:12.9, 000:12:35.030,74282
1654,1/17/2019,55:13.1, 000:12:35.190,66090
1655,1/17/2019,55:13.2, 000:12:35.292,618
1656,1/17/2019,55:13.3, 000:12:35.349,554
1657,1/17/2019,55:13.5, 000:12:35.587,682
1658,1/17/2019,55:14.5, 000:12:36.591,1049258
1659,1/17/2019,55:14.6, 000:12:36.654,1049250
1660,1/17/2019,55:14.8, 000:12:36.917,2097830
1661,1/17/2019,55:14.9, 000:12:37.026,2097826
1662,1/17/2019,55:15.2, 000:12:37.304,4194986
1663,1/17/2019,55:18.0, 000:12:40.047,4196010
1664,1/17/2019,55:19.0, 000:12:41.112,4194986
1665,1/17/2019,55:19.3, 000:12:41.358,148138
1666,1/17/2019,55:19.3, 000:12:41.395,147626
1667,1/17/2019,55:19.5, 000:12:41.548,131242
1668,1/17/2019,55:19.6, 000:12:41.676,426
1669,1/17/2019,55:19.7, 000:12:41.736,170
1670,1/17/2019,55:19.9, 000:12:41.979,682
1671,1/17/2019,55:20.9, 000:12:42.981,262826
1672,1/17/2019,55:21.0, 000:12:43.080,262824
1673,1/17/2019,55:21.2, 000:12:43.313,524969
1674,1/17/2019,55:21.3, 000:12:43.433,524968
1675,1/17/2019,55:21.6, 000:12:43.687,4194986
1676,1/17/2019,55:22.4, 000:12:44.450,4197034
1677,1/17/2019,55:22.4, 000:12:44.523,4198058
1678,1/17/2019,55:22.5, 000:12:44.552,4197034
1679,1/17/2019,55:22.6, 000:12:44.647,4198058
1680,1/17/2019,55:23.1, 000:12:45.196,4196010
1681,1/17/2019,55:23.2, 000:12:45.272,4194986
1682,1/17/2019,55:23.3, 000:12:45.346,4196010
1683,1/17/2019,55:23.3, 000:12:45.419,4194986
1684,1/17/2019,55:23.7, 000:12:45.749,4211370
1685,1/17/2019,55:24.7, 000:12:46.765,4194986
1686,1/17/2019,55:25.2, 000:12:47.254,74410
1687,1/17/2019,55:25.2, 000:12:47.327,74282
1688,1/17/2019,55:25.4, 000:12:47.523,66090
1689,1/17/2019,55:25.5, 000:12:47.596,618
1690,1/17/2019,55:25.6, 000:12:47.651,554
1691,1/17/2019,55:25.8, 000:12:47.888,682
1692,1/17/2019,55:26.8, 000:12:48.890,1049258
1693,1/17/2019,55:26.9, 000:12:48.953,1049250
1694,1/17/2019,55:27.1, 000:12:49.218,2097830
1695,1/17/2019,55:27.2, 000:12:49.328,2097826
1696,1/17/2019,55:27.5, 000:12:49.606,4194986
1697,1/17/2019,55:31.6, 000:12:53.702,4211370
1698,1/17/2019,55:32.6, 000:12:54.642,4194986
1699,1/17/2019,55:33.1, 000:12:55.185,4203178
1700,1/17/2019,55:34.0, 000:12:56.117,4194986
1701,1/17/2019,55:34.6, 000:12:56.640,37546
1702,1/17/2019,55:34.6, 000:12:56.717,37514
1703,1/17/2019,55:34.8, 000:12:56.854,33418
1704,1/17/2019,55:34.9, 000:12:57.009,666
1705,1/17/2019,55:35.0, 000:12:57.074,650
1706,1/17/2019,55:35.2, 000:12:57.321,682
1707,1/17/2019,55:36.2, 000:12:58.324,262826
1708,1/17/2019,55:36.3, 000:12:58.429,262824
1709,1/17/2019,55:36.6, 000:12:58.661,524969
1710,1/17/2019,55:36.7, 000:12:58.793,524968
1711,1/17/2019,55:37.0, 000:12:59.045,4194986
1712,1/17/2019,55:37.7, 000:12:59.775,4196010
1713,1/17/2019,55:37.7, 000:12:59.814,4198058
1714,1/17/2019,55:38.7, 000:13:00.793,4196010
1715,1/17/2019,55:38.7, 000:13:00.819,4194986
1716,1/17/2019,55:39.0, 000:13:01.073,4211370
1717,1/17/2019,55:40.0, 000:13:02.118,4194986
1718,1/17/2019,55:40.5, 000:13:02.554,74410
1719,1/17/2019,55:40.5, 000:13:02.633,74282
1720,1/17/2019,55:40.7, 000:13:02.780,66090
1721,1/17/2019,55:40.8, 000:13:02.897,618
1722,1/17/2019,55:40.9, 000:13:02.954,554
1723,1/17/2019,55:41.1, 000:13:03.192,682
1724,1/17/2019,55:42.1, 000:13:04.194,1049258
1725,1/17/2019,55:42.2, 000:13:04.257,1049250
1726,1/17/2019,55:42.4, 000:13:04.516,2097830
1727,1/17/2019,55:42.5, 000:13:04.623,2097826
1728,1/17/2019,55:42.8, 000:13:04.901,4194986
1729,1/17/2019,55:45.6, 000:13:07.651,4196010
1730,1/17/2019,55:46.6, 000:13:08.721,4194986
1731,1/17/2019,55:46.9, 000:13:08.957,148138
1732,1/17/2019,55:46.9, 000:13:08.998,147626
1733,1/17/2019,55:47.1, 000:13:09.181,131242
1734,1/17/2019,55:47.2, 000:13:09.277,426
1735,1/17/2019,55:47.3, 000:13:09.336,170
1736,1/17/2019,55:47.5, 000:13:09.579,682
1737,1/17/2019,55:48.5, 000:13:10.582,262826
1738,1/17/2019,55:48.6, 000:13:10.679,262824
1739,1/17/2019,55:48.8, 000:13:10.919,524969
1740,1/17/2019,55:49.0, 000:13:11.042,524968
1741,1/17/2019,55:49.2, 000:13:11.294,4194986
1742,1/17/2019,55:49.9, 000:13:12.004,4197034
1743,1/17/2019,55:49.9, 000:13:12.028,4198058
1744,1/17/2019,55:50.9, 000:13:13.015,4196010
1745,1/17/2019,55:51.2, 000:13:13.332,4211370
1746,1/17/2019,55:52.3, 000:13:14.346,4194986
1747,1/17/2019,55:52.7, 000:13:14.814,74410
1748,1/17/2019,55:52.8, 000:13:14.898,74282
1749,1/17/2019,55:53.0, 000:13:15.053,66090
1750,1/17/2019,55:53.1, 000:13:15.158,618
1751,1/17/2019,55:53.1, 000:13:15.214,554
1752,1/17/2019,55:53.4, 000:13:15.451,682
1753,1/17/2019,55:54.4, 000:13:16.454,1049258
1754,1/17/2019,55:54.4, 000:13:16.518,1049250
1755,1/17/2019,55:54.7, 000:13:16.783,2097830
1756,1/17/2019,55:54.8, 000:13:16.898,2097826
1757,1/17/2019,55:55.1, 000:13:17.175,4194986
1758,1/17/2019,55:59.2, 000:13:21.288,4211370
1759,1/17/2019,56:00.1, 000:13:22.227,4194986
1760,1/17/2019,56:00.7, 000:13:22.770,4203178
1761,1/17/2019,56:01.6, 000:13:23.700,4194986
1762,1/17/2019,56:02.1, 000:13:24.222,37546
1763,1/17/2019,56:02.2, 000:13:24.288,37514
1764,1/17/2019,56:02.3, 000:13:24.428,33418
1765,1/17/2019,56:02.5, 000:13:24.589,666
1766,1/17/2019,56:02.6, 000:13:24.653,650
1767,1/17/2019,56:02.8, 000:13:24.899,682
1768,1/17/2019,56:03.8, 000:13:25.902,262826
1769,1/17/2019,56:03.9, 000:13:26.003,262824
1770,1/17/2019,56:04.2, 000:13:26.238,524969
1771,1/17/2019,56:04.3, 000:13:26.361,524968
1772,1/17/2019,56:04.5, 000:13:26.618,4194986
1773,1/17/2019,56:05.3, 000:13:27.336,4197034
1774,1/17/2019,56:06.2, 000:13:28.302,4196010
1775,1/17/2019,56:06.3, 000:13:28.385,4194986
1776,1/17/2019,56:06.6, 000:13:28.650,4211370
1777,1/17/2019,56:07.6, 000:13:29.697,4194986
1778,1/17/2019,56:08.0, 000:13:30.133,74410
1779,1/17/2019,56:08.1, 000:13:30.221,74282
1780,1/17/2019,56:08.3, 000:13:30.365,66090
1781,1/17/2019,56:08.4, 000:13:30.478,618
1782,1/17/2019,56:08.5, 000:13:30.534,554
1783,1/17/2019,56:08.7, 000:13:30.771,682
1784,1/17/2019,56:09.7, 000:13:31.774,1049258
1785,1/17/2019,56:09.8, 000:13:31.836,1049250
1786,1/17/2019,56:10.0, 000:13:32.097,2097830
1787,1/17/2019,56:10.1, 000:13:32.201,2097826
1788,1/17/2019,56:10.4, 000:13:32.483,4194986
1789,1/17/2019,56:14.5, 000:13:36.589,4211370
1790,1/17/2019,56:15.4, 000:13:37.521,4194986
1791,1/17/2019,56:16.0, 000:13:38.072,4203178
1792,1/17/2019,56:16.9, 000:13:38.998,4194986
1793,1/17/2019,56:17.4, 000:13:39.527,37546
1794,1/17/2019,56:17.5, 000:13:39.589,37514
1795,1/17/2019,56:17.6, 000:13:39.728,33418
1796,1/17/2019,56:17.8, 000:13:39.893,666
1797,1/17/2019,56:17.9, 000:13:39.958,650
1798,1/17/2019,56:18.1, 000:13:40.204,682
1799,1/17/2019,56:19.1, 000:13:41.207,262826
1800,1/17/2019,56:19.2, 000:13:41.312,262824
1801,1/17/2019,56:19.5, 000:13:41.546,524969
1802,1/17/2019,56:19.6, 000:13:41.676,524968
1803,1/17/2019,56:19.8, 000:13:41.931,4194986
1804,1/17/2019,56:20.6, 000:13:42.662,4196010
1805,1/17/2019,56:20.7, 000:13:42.753,4198058
1806,1/17/2019,56:21.6, 000:13:43.664,4196010
1807,1/17/2019,56:21.6, 000:13:43.707,4194986
1808,1/17/2019,56:21.9, 000:13:43.960,4211370
1809,1/17/2019,56:22.9, 000:13:45.006,4194986
1810,1/17/2019,56:23.4, 000:13:45.443,74410
1811,1/17/2019,56:23.4, 000:13:45.529,74282
1812,1/17/2019,56:23.6, 000:13:45.675,66090
1813,1/17/2019,56:23.7, 000:13:45.787,618
1814,1/17/2019,56:23.8, 000:13:45.844,554
1815,1/17/2019,56:24.0, 000:13:46.081,682
1816,1/17/2019,56:25.0, 000:13:47.084,1049258
1817,1/17/2019,56:25.1, 000:13:47.147,1049250
1818,1/17/2019,56:25.3, 000:13:47.415,2097830
1819,1/17/2019,56:25.4, 000:13:47.531,2097826
1820,1/17/2019,56:25.7, 000:13:47.811,4194986
1821,1/17/2019,56:28.5, 000:13:50.543,4196010
1822,1/17/2019,56:29.5, 000:13:51.616,4194986
1823,1/17/2019,56:29.8, 000:13:51.847,148138
1824,1/17/2019,56:29.8, 000:13:51.892,147626
1825,1/17/2019,56:30.0, 000:13:52.069,131242
1826,1/17/2019,56:30.1, 000:13:52.170,426
1827,1/17/2019,56:30.1, 000:13:52.228,170
1828,1/17/2019,56:30.4, 000:13:52.471,682
1829,1/17/2019,56:31.4, 000:13:53.475,262826
1830,1/17/2019,56:31.5, 000:13:53.578,262824
1831,1/17/2019,56:31.7, 000:13:53.812,524969
1832,1/17/2019,56:31.9, 000:13:53.938,524968
1833,1/17/2019,56:32.1, 000:13:54.193,4194986
1834,1/17/2019,56:32.9, 000:13:54.954,4197034
1835,1/17/2019,56:32.9, 000:13:55.024,4198058
1836,1/17/2019,56:33.0, 000:13:55.047,4197034
1837,1/17/2019,56:33.1, 000:13:55.154,4198058
1838,1/17/2019,56:33.7, 000:13:55.781,4197034
1839,1/17/2019,56:33.8, 000:13:55.898,4194986
1840,1/17/2019,56:34.2, 000:13:56.247,4211370
1841,1/17/2019,56:35.2, 000:13:57.257,4194986
1842,1/17/2019,56:35.7, 000:13:57.744,74410
1843,1/17/2019,56:35.7, 000:13:57.827,74282
1844,1/17/2019,56:35.9, 000:13:58.027,66090
1845,1/17/2019,56:36.0, 000:13:58.086,618
1846,1/17/2019,56:36.1, 000:13:58.144,554
1847,1/17/2019,56:36.3, 000:13:58.380,682
1848,1/17/2019,56:37.3, 000:13:59.382,1049258
1849,1/17/2019,56:37.4, 000:13:59.445,1049250
1850,1/17/2019,56:37.6, 000:13:59.713,2097830
1851,1/17/2019,56:37.7, 000:13:59.830,2097826
1852,1/17/2019,56:38.0, 000:14:00.109,4194986
1853,1/17/2019,56:42.1, 000:14:04.226,4211370
1854,1/17/2019,56:43.1, 000:14:05.155,4194986
1855,1/17/2019,56:43.6, 000:14:05.704,4203178
1856,1/17/2019,56:44.5, 000:14:06.629,4194986
1857,1/17/2019,56:45.1, 000:14:07.161,37546
1858,1/17/2019,56:45.1, 000:14:07.228,37514
1859,1/17/2019,56:45.3, 000:14:07.357,33418
1860,1/17/2019,56:45.4, 000:14:07.529,666
1861,1/17/2019,56:45.5, 000:14:07.594,650
1862,1/17/2019,56:45.8, 000:14:07.841,682
1863,1/17/2019,56:46.8, 000:14:08.843,262826
1864,1/17/2019,56:46.9, 000:14:08.949,262824
1865,1/17/2019,56:47.1, 000:14:09.182,524969
1866,1/17/2019,56:47.2, 000:14:09.311,524968
1867,1/17/2019,56:47.5, 000:14:09.564,4194986
1868,1/17/2019,56:48.2, 000:14:10.294,4197034
1869,1/17/2019,56:49.2, 000:14:11.317,4196010
1870,1/17/2019,56:49.3, 000:14:11.339,4194986
1871,1/17/2019,56:49.5, 000:14:11.598,4211370
1872,1/17/2019,56:50.6, 000:14:12.650,4194986
1873,1/17/2019,56:51.0, 000:14:13.083,74410
1874,1/17/2019,56:51.1, 000:14:13.167,74282
1875,1/17/2019,56:51.2, 000:14:13.310,66090
1876,1/17/2019,56:51.3, 000:14:13.426,618
1877,1/17/2019,56:51.4, 000:14:13.484,554
1878,1/17/2019,56:51.6, 000:14:13.719,682
1879,1/17/2019,56:52.6, 000:14:14.722,1049258
1880,1/17/2019,56:52.7, 000:14:14.786,1049250
1881,1/17/2019,56:53.0, 000:14:15.057,2097830
1882,1/17/2019,56:53.1, 000:14:15.172,2097826
1883,1/17/2019,56:53.4, 000:14:15.451,4194986
1884,1/17/2019,56:56.1, 000:14:18.180,4196010
1885,1/17/2019,56:57.2, 000:14:19.245,4194986
1886,1/17/2019,56:57.4, 000:14:19.480,148138
1887,1/17/2019,56:57.4, 000:14:19.521,147626
1888,1/17/2019,56:57.6, 000:14:19.692,131242
1889,1/17/2019,56:57.7, 000:14:19.800,426
1890,1/17/2019,56:57.8, 000:14:19.859,170
1891,1/17/2019,56:58.0, 000:14:20.102,682
1892,1/17/2019,56:59.0, 000:14:21.104,262826
1893,1/17/2019,56:59.1, 000:14:21.204,262824
1894,1/17/2019,56:59.4, 000:14:21.449,524969
1895,1/17/2019,56:59.5, 000:14:21.579,524968
1896,1/17/2019,56:59.7, 000:14:21.833,4194986
1897,1/17/2019,57:00.5, 000:14:22.552,4196010
1898,1/17/2019,57:00.7, 000:14:22.800,4198058
1899,1/17/2019,57:01.5, 000:14:23.546,4196010
1900,1/17/2019,57:01.5, 000:14:23.579,4194986
1901,1/17/2019,57:01.8, 000:14:23.852,4211370
1902,1/17/2019,57:02.8, 000:14:24.870,4194986
1903,1/17/2019,57:03.3, 000:14:25.341,74410
1904,1/17/2019,57:03.3, 000:14:25.419,74282
1905,1/17/2019,57:03.5, 000:14:25.575,66090
1906,1/17/2019,57:03.6, 000:14:25.682,618
1907,1/17/2019,57:03.7, 000:14:25.738,554
1908,1/17/2019,57:03.9, 000:14:25.974,682
1909,1/17/2019,57:04.9, 000:14:26.976,1049258
1910,1/17/2019,57:05.0, 000:14:27.041,1049250
1911,1/17/2019,57:05.2, 000:14:27.304,2097830
1912,1/17/2019,57:05.3, 000:14:27.419,2097826
1913,1/17/2019,57:05.6, 000:14:27.697,4194986
1914,1/17/2019,57:08.4, 000:14:30.435,4196010
1915,1/17/2019,57:09.4, 000:14:31.503,4194986
1916,1/17/2019,57:09.7, 000:14:31.741,148138
1917,1/17/2019,57:09.7, 000:14:31.779,147626
1918,1/17/2019,57:09.9, 000:14:31.954,131242
1919,1/17/2019,57:10.0, 000:14:32.061,426
1920,1/17/2019,57:10.0, 000:14:32.119,170
1921,1/17/2019,57:10.3, 000:14:32.362,682
1922,1/17/2019,57:11.3, 000:14:33.364,262826
1923,1/17/2019,57:11.4, 000:14:33.465,262824
1924,1/17/2019,57:11.6, 000:14:33.700,524969
1925,1/17/2019,57:11.7, 000:14:33.825,524968
1926,1/17/2019,57:12.0, 000:14:34.082,4194986
1927,1/17/2019,57:12.7, 000:14:34.810,4197034
1928,1/17/2019,57:12.7, 000:14:34.827,4198058
1929,1/17/2019,57:13.7, 000:14:35.792,4196010
1930,1/17/2019,57:13.8, 000:14:35.867,4194986
1931,1/17/2019,57:14.0, 000:14:36.132,4211370
1932,1/17/2019,57:15.1, 000:14:37.180,4194986
1933,1/17/2019,57:15.5, 000:14:37.614,74410
1934,1/17/2019,57:15.6, 000:14:37.691,74282
1935,1/17/2019,57:15.7, 000:14:37.826,66090
1936,1/17/2019,57:15.9, 000:14:37.955,618
1937,1/17/2019,57:15.9, 000:14:38.012,554
1938,1/17/2019,57:16.2, 000:14:38.248,682
1939,1/17/2019,57:17.2, 000:14:39.251,1049258
1940,1/17/2019,57:17.2, 000:14:39.315,1049250
1941,1/17/2019,57:17.5, 000:14:39.581,2097830
1942,1/17/2019,57:17.6, 000:14:39.694,2097826
1943,1/17/2019,57:17.9, 000:14:39.973,4194986
1944,1/17/2019,57:22.0, 000:14:44.071,4211370
1945,1/17/2019,57:22.9, 000:14:45.000,4194986
1946,1/17/2019,57:23.5, 000:14:45.554,4203178
1947,1/17/2019,57:24.4, 000:14:46.475,4194986
1948,1/17/2019,57:24.9, 000:14:47.009,37546
1949,1/17/2019,57:25.0, 000:14:47.076,37514
1950,1/17/2019,57:25.1, 000:14:47.193,33418
1951,1/17/2019,57:25.3, 000:14:47.377,666
1952,1/17/2019,57:25.4, 000:14:47.441,650
1953,1/17/2019,57:25.6, 000:14:47.688,682
//END,,,,
