SeqNo,Date,UTC Time,Time,IOvector
510,1/17/2019,46:40.7, 000:04:02.781,618
511,1/17/2019,46:40.8, 000:04:02.836,554
512,1/17/2019,46:41.0, 000:04:03.073,682
513,1/17/2019,46:42.0, 000:04:04.076,1049258
514,1/17/2019,46:42.1, 000:04:04.139,1049250
515,1/17/2019,46:42.3, 000:04:04.405,2097830
516,1/17/2019,46:42.4, 000:04:04.516,2097826
517,1/17/2019,46:42.7, 000:04:04.794,4194986
518,1/17/2019,46:46.8, 000:04:08.910,4211370
519,1/17/2019,46:47.8, 000:04:09.845,4194986
520,1/17/2019,46:48.3, 000:04:10.389,4203178
521,1/17/2019,46:49.2, 000:04:11.322,4194986
522,1/17/2019,46:49.8, 000:04:11.843,37546
523,1/17/2019,46:49.8, 000:04:11.927,37514
524,1/17/2019,46:50.0, 000:04:12.054,33418
525,1/17/2019,46:50.1, 000:04:12.214,666
526,1/17/2019,46:50.2, 000:04:12.279,650
527,1/17/2019,46:50.4, 000:04:12.527,682
528,1/17/2019,46:51.4, 000:04:13.530,262826
529,1/17/2019,46:51.5, 000:04:13.630,262824
530,1/17/2019,46:51.8, 000:04:13.864,524969
531,1/17/2019,46:51.9, 000:04:13.987,524968
532,1/17/2019,46:52.2, 000:04:14.246,4194986
533,1/17/2019,46:52.9, 000:04:14.983,4196010
534,1/17/2019,46:52.9, 000:04:14.993,4198058
535,1/17/2019,46:53.9, 000:04:16.020,4196010
536,1/17/2019,46:54.2, 000:04:16.280,4211370
537,1/17/2019,46:55.2, 000:04:17.328,4194986
538,1/17/2019,46:55.7, 000:04:17.764,74410
539,1/17/2019,46:55.8, 000:04:17.842,74282
540,1/17/2019,46:55.9, 000:04:18.014,66090
541,1/17/2019,46:56.0, 000:04:18.107,618
542,1/17/2019,46:56.1, 000:04:18.161,554
543,1/17/2019,46:56.3, 000:04:18.399,682
544,1/17/2019,46:57.3, 000:04:19.401,1049258
545,1/17/2019,46:57.4, 000:04:19.468,1049250
546,1/17/2019,46:57.6, 000:04:19.732,2097830
547,1/17/2019,46:57.8, 000:04:19.846,2097826
548,1/17/2019,46:58.0, 000:04:20.126,4194986
549,1/17/2019,47:02.1, 000:04:24.229,4211370
550,1/17/2019,47:03.1, 000:04:25.163,4194986
551,1/17/2019,47:03.6, 000:04:25.711,4203178
552,1/17/2019,47:04.6, 000:04:26.635,4194986
553,1/17/2019,47:05.1, 000:04:27.163,37546
554,1/17/2019,47:05.2, 000:04:27.244,37514
555,1/17/2019,47:05.3, 000:04:27.374,33418
556,1/17/2019,47:05.5, 000:04:27.535,666
557,1/17/2019,47:05.5, 000:04:27.600,650
558,1/17/2019,47:05.8, 000:04:27.848,682
559,1/17/2019,47:06.8, 000:04:28.850,262826
560,1/17/2019,47:06.9, 000:04:28.950,262824
561,1/17/2019,47:07.1, 000:04:29.183,524969
562,1/17/2019,47:07.2, 000:04:29.311,524968
563,1/17/2019,47:07.5, 000:04:29.566,4194986
564,1/17/2019,47:08.2, 000:04:30.292,4197034
565,1/17/2019,47:08.2, 000:04:30.313,4198058
566,1/17/2019,47:09.2, 000:04:31.323,4196010
567,1/17/2019,47:09.3, 000:04:31.358,4194986
568,1/17/2019,47:09.5, 000:04:31.620,4211370
569,1/17/2019,47:10.6, 000:04:32.668,4194986
570,1/17/2019,47:11.0, 000:04:33.106,74410
571,1/17/2019,47:11.1, 000:04:33.185,74282
572,1/17/2019,47:11.2, 000:04:33.323,66090
573,1/17/2019,47:11.4, 000:04:33.448,618
574,1/17/2019,47:11.4, 000:04:33.502,554
575,1/17/2019,47:11.7, 000:04:33.741,682
576,1/17/2019,47:12.7, 000:04:34.743,1049258
577,1/17/2019,47:12.7, 000:04:34.808,1049250
578,1/17/2019,47:13.0, 000:04:35.073,2097830
579,1/17/2019,47:13.1, 000:04:35.189,2097826
580,1/17/2019,47:13.4, 000:04:35.469,4194986
581,1/17/2019,47:16.1, 000:04:38.216,4196010
582,1/17/2019,47:17.2, 000:04:39.285,4194986
583,1/17/2019,47:17.4, 000:04:39.522,148138
584,1/17/2019,47:17.5, 000:04:39.568,147626
585,1/17/2019,47:17.7, 000:04:39.735,131242
586,1/17/2019,47:17.8, 000:04:39.842,426
587,1/17/2019,47:17.8, 000:04:39.901,170
588,1/17/2019,47:18.1, 000:04:40.144,682
589,1/17/2019,47:19.1, 000:04:41.146,262826
590,1/17/2019,47:19.2, 000:04:41.247,262824
591,1/17/2019,47:19.4, 000:04:41.481,524969
592,1/17/2019,47:19.5, 000:04:41.608,524968
593,1/17/2019,47:19.8, 000:04:41.862,4194986
594,1/17/2019,47:20.5, 000:04:42.581,4197034
595,1/17/2019,47:20.6, 000:04:42.671,4198058
596,1/17/2019,47:20.6, 000:04:42.726,4197034
597,1/17/2019,47:20.7, 000:04:42.812,4198058
598,1/17/2019,47:21.4, 000:04:43.435,4197034
599,1/17/2019,47:21.5, 000:04:43.565,4194986
600,1/17/2019,47:21.8, 000:04:43.903,4211370
601,1/17/2019,47:22.8, 000:04:44.923,4194986
602,1/17/2019,47:23.3, 000:04:45.412,74410
603,1/17/2019,47:23.4, 000:04:45.493,74282
604,1/17/2019,47:23.6, 000:04:45.694,66090
605,1/17/2019,47:23.7, 000:04:45.756,618
606,1/17/2019,47:23.7, 000:04:45.813,554
607,1/17/2019,47:24.0, 000:04:46.050,682
608,1/17/2019,47:25.0, 000:04:47.053,1049258
609,1/17/2019,47:25.0, 000:04:47.117,1049250
610,1/17/2019,47:25.3, 000:04:47.385,2097830
611,1/17/2019,47:25.4, 000:04:47.500,2097826
612,1/17/2019,47:25.7, 000:04:47.779,4194986
613,1/17/2019,47:29.8, 000:04:51.901,4211370
614,1/17/2019,47:30.7, 000:04:52.833,4194986
615,1/17/2019,47:31.3, 000:04:53.383,4203178
616,1/17/2019,47:32.2, 000:04:54.307,4194986
617,1/17/2019,47:32.8, 000:04:54.836,37546
618,1/17/2019,47:32.8, 000:04:54.919,37514
619,1/17/2019,47:33.0, 000:04:55.058,33418
620,1/17/2019,47:33.1, 000:04:55.208,666
621,1/17/2019,47:33.2, 000:04:55.272,650
622,1/17/2019,47:33.4, 000:04:55.520,682
623,1/17/2019,47:34.4, 000:04:56.522,262826
624,1/17/2019,47:34.5, 000:04:56.627,262824
625,1/17/2019,47:34.8, 000:04:56.859,524969
626,1/17/2019,47:34.9, 000:04:56.987,524968
627,1/17/2019,47:35.2, 000:04:57.240,4194986
628,1/17/2019,47:35.9, 000:04:57.963,4197034
629,1/17/2019,47:36.9, 000:04:58.988,4196010
630,1/17/2019,47:36.9, 000:04:59.016,4194986
631,1/17/2019,47:37.2, 000:04:59.277,4211370
632,1/17/2019,47:38.2, 000:05:00.325,4194986
633,1/17/2019,47:38.7, 000:05:00.760,74410
634,1/17/2019,47:38.8, 000:05:00.841,74282
635,1/17/2019,47:38.9, 000:05:01.016,66090
636,1/17/2019,47:39.0, 000:05:01.103,618
637,1/17/2019,47:39.1, 000:05:01.158,554
638,1/17/2019,47:39.3, 000:05:01.397,682
639,1/17/2019,47:40.3, 000:05:02.399,1049258
640,1/17/2019,47:40.4, 000:05:02.464,1049250
641,1/17/2019,47:40.6, 000:05:02.732,2097830
642,1/17/2019,47:40.8, 000:05:02.847,2097826
643,1/17/2019,47:41.0, 000:05:03.128,4194986
644,1/17/2019,47:43.8, 000:05:05.856,4196010
645,1/17/2019,47:44.8, 000:05:06.935,4194986
646,1/17/2019,47:45.1, 000:05:07.166,148138
647,1/17/2019,47:45.1, 000:05:07.208,147626
648,1/17/2019,47:45.3, 000:05:07.384,131242
649,1/17/2019,47:45.4, 000:05:07.486,426
650,1/17/2019,47:45.5, 000:05:07.545,170
651,1/17/2019,47:45.7, 000:05:07.787,682
652,1/17/2019,47:46.7, 000:05:08.789,262826
653,1/17/2019,47:46.8, 000:05:08.894,262824
654,1/17/2019,47:47.0, 000:05:09.129,524969
655,1/17/2019,47:47.2, 000:05:09.258,524968
656,1/17/2019,47:47.4, 000:05:09.514,4194986
657,1/17/2019,47:48.2, 000:05:10.236,4196010
658,1/17/2019,47:48.2, 000:05:10.302,4198058
659,1/17/2019,47:49.1, 000:05:11.208,4196010
660,1/17/2019,47:49.2, 000:05:11.256,4194986
661,1/17/2019,47:49.5, 000:05:11.535,4211370
662,1/17/2019,47:50.5, 000:05:12.552,4194986
663,1/17/2019,47:50.9, 000:05:13.026,74410
664,1/17/2019,47:51.0, 000:05:13.103,74282
665,1/17/2019,47:51.2, 000:05:13.266,66090
666,1/17/2019,47:51.3, 000:05:13.367,618
667,1/17/2019,47:51.3, 000:05:13.422,554
668,1/17/2019,47:51.6, 000:05:13.661,682
669,1/17/2019,47:52.6, 000:05:14.663,1049258
670,1/17/2019,47:52.6, 000:05:14.727,1049250
671,1/17/2019,47:52.9, 000:05:14.996,2097830
672,1/17/2019,47:53.0, 000:05:15.115,2097826
673,1/17/2019,47:53.3, 000:05:15.395,4194986
674,1/17/2019,47:56.1, 000:05:18.155,4196010
675,1/17/2019,47:57.1, 000:05:19.228,4194986
676,1/17/2019,47:57.4, 000:05:19.464,148138
677,1/17/2019,47:57.4, 000:05:19.503,147626
678,1/17/2019,47:57.6, 000:05:19.677,131242
679,1/17/2019,47:57.7, 000:05:19.783,426
680,1/17/2019,47:57.8, 000:05:19.841,170
681,1/17/2019,47:58.0, 000:05:20.084,682
682,1/17/2019,47:59.0, 000:05:21.087,262826
683,1/17/2019,47:59.1, 000:05:21.191,262824
684,1/17/2019,47:59.3, 000:05:21.420,524969
685,1/17/2019,47:59.5, 000:05:21.545,524968
686,1/17/2019,47:59.7, 000:05:21.803,4194986
687,1/17/2019,48:00.5, 000:05:22.543,4197034
688,1/17/2019,48:01.4, 000:05:23.442,4196010
689,1/17/2019,48:01.5, 000:05:23.598,4194986
690,1/17/2019,48:01.8, 000:05:23.864,4211370
691,1/17/2019,48:02.8, 000:05:24.912,4194986
692,1/17/2019,48:03.3, 000:05:25.347,74410
693,1/17/2019,48:03.3, 000:05:25.425,74282
694,1/17/2019,48:03.5, 000:05:25.582,66090
695,1/17/2019,48:03.6, 000:05:25.689,618
696,1/17/2019,48:03.7, 000:05:25.745,554
697,1/17/2019,48:03.9, 000:05:25.983,682
698,1/17/2019,48:04.9, 000:05:26.986,1049258
699,1/17/2019,48:05.0, 000:05:27.054,1049250
700,1/17/2019,48:05.2, 000:05:27.316,2097830
701,1/17/2019,48:05.3, 000:05:27.430,2097826
702,1/17/2019,48:05.6, 000:05:27.710,4194986
703,1/17/2019,48:09.8, 000:05:31.837,4211370
704,1/17/2019,48:10.7, 000:05:32.766,4194986
705,1/17/2019,48:11.2, 000:05:33.319,4203178
706,1/17/2019,48:12.2, 000:05:34.237,4194986
707,1/17/2019,48:12.7, 000:05:34.773,37546
708,1/17/2019,48:12.8, 000:05:34.860,37514
709,1/17/2019,48:12.9, 000:05:34.977,33418
710,1/17/2019,48:13.1, 000:05:35.146,666
711,1/17/2019,48:13.1, 000:05:35.211,650
712,1/17/2019,48:13.4, 000:05:35.459,682
713,1/17/2019,48:14.4, 000:05:36.462,262826
714,1/17/2019,48:14.5, 000:05:36.564,262824
715,1/17/2019,48:14.7, 000:05:36.795,524969
716,1/17/2019,48:14.8, 000:05:36.922,524968
717,1/17/2019,48:15.1, 000:05:37.178,4194986
718,1/17/2019,48:15.8, 000:05:37.912,4197034
719,1/17/2019,48:15.8, 000:05:37.928,4198058
720,1/17/2019,48:16.8, 000:05:38.912,4196010
721,1/17/2019,48:16.9, 000:05:38.973,4194986
722,1/17/2019,48:17.2, 000:05:39.237,4211370
723,1/17/2019,48:18.2, 000:05:40.283,4194986
724,1/17/2019,48:18.6, 000:05:40.718,74410
725,1/17/2019,48:18.7, 000:05:40.804,74282
726,1/17/2019,48:18.9, 000:05:40.953,66090
727,1/17/2019,48:19.0, 000:05:41.062,618
728,1/17/2019,48:19.0, 000:05:41.118,554
729,1/17/2019,48:19.3, 000:05:41.357,682
730,1/17/2019,48:20.3, 000:05:42.359,1049258
731,1/17/2019,48:20.3, 000:05:42.423,1049250
732,1/17/2019,48:20.6, 000:05:42.690,2097830
733,1/17/2019,48:20.7, 000:05:42.803,2097826
734,1/17/2019,48:21.0, 000:05:43.083,4194986
735,1/17/2019,48:23.7, 000:05:45.828,4196010
736,1/17/2019,48:24.8, 000:05:46.906,4194986
737,1/17/2019,48:25.1, 000:05:47.146,148138
738,1/17/2019,48:25.1, 000:05:47.188,147626
739,1/17/2019,48:25.3, 000:05:47.354,131242
740,1/17/2019,48:25.4, 000:05:47.466,426
741,1/17/2019,48:25.4, 000:05:47.525,170
742,1/17/2019,48:25.7, 000:05:47.767,682
743,1/17/2019,48:26.7, 000:05:48.770,262826
744,1/17/2019,48:26.8, 000:05:48.878,262824
745,1/17/2019,48:27.0, 000:05:49.106,524969
746,1/17/2019,48:27.1, 000:05:49.232,524968
747,1/17/2019,48:27.4, 000:05:49.487,4194986
748,1/17/2019,48:28.2, 000:05:50.283,4197034
749,1/17/2019,48:28.4, 000:05:50.446,4198058
750,1/17/2019,48:29.0, 000:05:51.069,4197034
751,1/17/2019,48:29.1, 000:05:51.220,4194986
752,1/17/2019,48:29.4, 000:05:51.524,4211370
753,1/17/2019,48:30.5, 000:05:52.539,4194986
754,1/17/2019,48:30.9, 000:05:53.027,74410
755,1/17/2019,48:31.0, 000:05:53.116,74282
756,1/17/2019,48:31.2, 000:05:53.267,66090
757,1/17/2019,48:31.3, 000:05:53.372,618
758,1/17/2019,48:31.3, 000:05:53.430,554
759,1/17/2019,48:31.6, 000:05:53.667,682
760,1/17/2019,48:32.6, 000:05:54.671,1049258
761,1/17/2019,48:32.7, 000:05:54.735,1049250
762,1/17/2019,48:32.9, 000:05:54.998,2097830
763,1/17/2019,48:33.0, 000:05:55.108,2097826
764,1/17/2019,48:33.3, 000:05:55.387,4194986
765,1/17/2019,48:37.4, 000:05:59.484,4211370
766,1/17/2019,48:38.3, 000:06:00.422,4194986
767,1/17/2019,48:38.9, 000:06:00.963,4203178
768,1/17/2019,48:39.8, 000:06:01.898,4194986
769,1/17/2019,48:40.3, 000:06:02.420,37546
770,1/17/2019,48:40.4, 000:06:02.502,37514
771,1/17/2019,48:40.6, 000:06:02.635,33418
772,1/17/2019,48:40.7, 000:06:02.792,666
773,1/17/2019,48:40.8, 000:06:02.856,650
774,1/17/2019,48:41.0, 000:06:03.103,682
775,1/17/2019,48:42.0, 000:06:04.105,262826
776,1/17/2019,48:42.1, 000:06:04.212,262824
777,1/17/2019,48:42.4, 000:06:04.443,524969
778,1/17/2019,48:42.5, 000:06:04.573,524968
779,1/17/2019,48:42.7, 000:06:04.824,4194986
780,1/17/2019,48:43.5, 000:06:05.567,4196010
781,1/17/2019,48:43.5, 000:06:05.584,4198058
782,1/17/2019,48:44.5, 000:06:06.538,4196010
783,1/17/2019,48:44.5, 000:06:06.610,4194986
784,1/17/2019,48:44.8, 000:06:06.873,4211370
785,1/17/2019,48:45.8, 000:06:07.919,4194986
786,1/17/2019,48:46.3, 000:06:08.356,74410
787,1/17/2019,48:46.4, 000:06:08.444,74282
788,1/17/2019,48:46.5, 000:06:08.583,66090
789,1/17/2019,48:46.6, 000:06:08.700,618
790,1/17/2019,48:46.7, 000:06:08.756,554
791,1/17/2019,48:46.9, 000:06:08.994,682
792,1/17/2019,48:47.9, 000:06:09.997,1049258
793,1/17/2019,48:48.0, 000:06:10.059,1049250
794,1/17/2019,48:48.2, 000:06:10.327,2097830
795,1/17/2019,48:48.4, 000:06:10.438,2097826
796,1/17/2019,48:48.6, 000:06:10.715,4194986
797,1/17/2019,48:52.7, 000:06:14.829,4211370
798,1/17/2019,48:53.7, 000:06:15.767,4194986
799,1/17/2019,48:54.2, 000:06:16.311,4203178
800,1/17/2019,48:55.2, 000:06:17.244,4194986
801,1/17/2019,48:55.7, 000:06:17.767,37546
802,1/17/2019,48:55.8, 000:06:17.846,37514
803,1/17/2019,48:55.9, 000:06:17.989,33418
804,1/17/2019,48:56.1, 000:06:18.137,666
805,1/17/2019,48:56.1, 000:06:18.201,650
806,1/17/2019,48:56.4, 000:06:18.449,682
807,1/17/2019,48:57.4, 000:06:19.451,262826
808,1/17/2019,48:57.5, 000:06:19.555,262824
809,1/17/2019,48:57.7, 000:06:19.791,524969
810,1/17/2019,48:57.8, 000:06:19.919,524968
811,1/17/2019,48:58.1, 000:06:20.174,4194986
812,1/17/2019,48:58.8, 000:06:20.910,4196010
813,1/17/2019,48:59.0, 000:06:21.124,4198058
814,1/17/2019,48:59.8, 000:06:21.910,4196010
815,1/17/2019,48:59.8, 000:06:21.932,4194986
816,1/17/2019,49:00.1, 000:06:22.202,4211370
817,1/17/2019,49:01.1, 000:06:23.221,4194986
818,1/17/2019,49:01.6, 000:06:23.692,74410
819,1/17/2019,49:01.7, 000:06:23.776,74282
820,1/17/2019,49:01.9, 000:06:23.939,66090
821,1/17/2019,49:01.9, 000:06:24.034,618
822,1/17/2019,49:02.0, 000:06:24.091,554
823,1/17/2019,49:02.2, 000:06:24.327,682
824,1/17/2019,49:03.2, 000:06:25.329,1049258
825,1/17/2019,49:03.3, 000:06:25.394,1049250
826,1/17/2019,49:03.6, 000:06:25.658,2097830
827,1/17/2019,49:03.7, 000:06:25.768,2097826
828,1/17/2019,49:04.0, 000:06:26.046,4194986
829,1/17/2019,49:06.7, 000:06:28.795,4196010
830,1/17/2019,49:07.8, 000:06:29.863,4194986
831,1/17/2019,49:08.0, 000:06:30.105,148138
832,1/17/2019,49:08.1, 000:06:30.149,147626
833,1/17/2019,49:08.2, 000:06:30.317,131242
834,1/17/2019,49:08.3, 000:06:30.426,426
835,1/17/2019,49:08.4, 000:06:30.486,170
836,1/17/2019,49:08.6, 000:06:30.728,682
837,1/17/2019,49:09.6, 000:06:31.731,262826
838,1/17/2019,49:09.7, 000:06:31.835,262824
839,1/17/2019,49:10.0, 000:06:32.064,524969
840,1/17/2019,49:10.1, 000:06:32.187,524968
841,1/17/2019,49:10.4, 000:06:32.445,4194986
842,1/17/2019,49:11.1, 000:06:33.193,4198058
843,1/17/2019,49:12.1, 000:06:34.147,4196010
844,1/17/2019,49:12.2, 000:06:34.240,4194986
845,1/17/2019,49:12.4, 000:06:34.500,4211370
846,1/17/2019,49:13.5, 000:06:35.544,4194986
847,1/17/2019,49:13.9, 000:06:35.980,74410
848,1/17/2019,49:14.0, 000:06:36.061,74282
849,1/17/2019,49:14.1, 000:06:36.201,66090
850,1/17/2019,49:14.2, 000:06:36.321,618
851,1/17/2019,49:14.3, 000:06:36.378,554
852,1/17/2019,49:14.5, 000:06:36.614,682
853,1/17/2019,49:15.5, 000:06:37.617,1049258
854,1/17/2019,49:15.6, 000:06:37.681,1049250
855,1/17/2019,49:15.9, 000:06:37.951,2097830
856,1/17/2019,49:16.0, 000:06:38.069,2097826
857,1/17/2019,49:16.3, 000:06:38.349,4194986
858,1/17/2019,49:20.4, 000:06:42.457,4211370
859,1/17/2019,49:21.3, 000:06:43.387,4194986
860,1/17/2019,49:21.9, 000:06:43.936,4203178
861,1/17/2019,49:22.8, 000:06:44.863,4194986
862,1/17/2019,49:23.3, 000:06:45.394,37546
863,1/17/2019,49:23.4, 000:06:45.476,37514
864,1/17/2019,49:23.5, 000:06:45.581,33418
865,1/17/2019,49:23.7, 000:06:45.765,666
866,1/17/2019,49:23.7, 000:06:45.830,650
867,1/17/2019,49:24.0, 000:06:46.077,682
868,1/17/2019,49:25.0, 000:06:47.080,262826
869,1/17/2019,49:25.1, 000:06:47.186,262824
870,1/17/2019,49:25.3, 000:06:47.417,524969
871,1/17/2019,49:25.5, 000:06:47.549,524968
872,1/17/2019,49:25.7, 000:06:47.804,4194986
873,1/17/2019,49:26.5, 000:06:48.535,4197034
874,1/17/2019,49:26.5, 000:06:48.547,4198058
875,1/17/2019,49:27.4, 000:06:49.498,4196010
876,1/17/2019,49:27.5, 000:06:49.595,4194986
877,1/17/2019,49:27.8, 000:06:49.861,4211370
878,1/17/2019,49:28.8, 000:06:50.910,4194986
879,1/17/2019,49:29.3, 000:06:51.345,74410
880,1/17/2019,49:29.3, 000:06:51.425,74282
881,1/17/2019,49:29.5, 000:06:51.570,66090
882,1/17/2019,49:29.6, 000:06:51.687,618
883,1/17/2019,49:29.7, 000:06:51.745,554
884,1/17/2019,49:29.9, 000:06:51.981,682
885,1/17/2019,49:30.9, 000:06:52.983,1049258
886,1/17/2019,49:31.0, 000:06:53.052,1049250
887,1/17/2019,49:31.2, 000:06:53.318,2097830
888,1/17/2019,49:31.4, 000:06:53.435,2097826
889,1/17/2019,49:31.6, 000:06:53.717,4194986
890,1/17/2019,49:34.4, 000:06:56.448,4196010
891,1/17/2019,49:35.4, 000:06:57.521,4194986
892,1/17/2019,49:35.7, 000:06:57.754,148138
893,1/17/2019,49:35.7, 000:06:57.796,147626
894,1/17/2019,49:35.9, 000:06:57.965,131242
895,1/17/2019,49:36.0, 000:06:58.074,426
896,1/17/2019,49:36.0, 000:06:58.132,170
897,1/17/2019,49:36.3, 000:06:58.375,682
898,1/17/2019,49:37.3, 000:06:59.378,262826
899,1/17/2019,49:37.4, 000:06:59.484,262824
900,1/17/2019,49:37.6, 000:06:59.713,524969
901,1/17/2019,49:37.8, 000:06:59.840,524968
902,1/17/2019,49:38.0, 000:07:00.096,4194986
903,1/17/2019,49:38.8, 000:07:00.932,4197034
904,1/17/2019,49:39.0, 000:07:01.040,4198058
905,1/17/2019,49:39.6, 000:07:01.675,4197034
906,1/17/2019,49:39.8, 000:07:01.835,4194986
907,1/17/2019,49:40.0, 000:07:02.122,4211370
908,1/17/2019,49:41.1, 000:07:03.136,4194986
909,1/17/2019,49:41.5, 000:07:03.616,74410
910,1/17/2019,49:41.6, 000:07:03.692,74282
911,1/17/2019,49:41.8, 000:07:03.885,66090
912,1/17/2019,49:41.9, 000:07:03.956,618
913,1/17/2019,49:42.2, 000:07:04.248,682
914,1/17/2019,49:43.2, 000:07:05.251,1049258
915,1/17/2019,49:43.2, 000:07:05.317,1049250
916,1/17/2019,49:43.5, 000:07:05.584,2097830
917,1/17/2019,49:43.6, 000:07:05.703,2097826
918,1/17/2019,49:43.9, 000:07:05.987,4194986
919,1/17/2019,49:46.6, 000:07:08.734,4196010
920,1/17/2019,49:47.7, 000:07:09.798,4194986
921,1/17/2019,49:48.0, 000:07:10.035,148138
922,1/17/2019,49:48.0, 000:07:10.073,147626
923,1/17/2019,49:48.2, 000:07:10.248,131242
924,1/17/2019,49:48.3, 000:07:10.354,426
925,1/17/2019,49:48.3, 000:07:10.413,170
926,1/17/2019,49:48.6, 000:07:10.655,682
927,1/17/2019,49:49.6, 000:07:11.657,262826
928,1/17/2019,49:49.7, 000:07:11.765,262824
929,1/17/2019,49:49.9, 000:07:11.994,524969
930,1/17/2019,49:50.0, 000:07:12.124,524968
931,1/17/2019,49:50.3, 000:07:12.377,4194986
932,1/17/2019,49:51.0, 000:07:13.103,4198058
933,1/17/2019,49:52.0, 000:07:14.100,4196010
934,1/17/2019,49:52.1, 000:07:14.147,4194986
935,1/17/2019,49:52.3, 000:07:14.409,4211370
936,1/17/2019,49:53.4, 000:07:15.459,4194986
937,1/17/2019,49:53.8, 000:07:15.893,74410
938,1/17/2019,49:53.9, 000:07:15.967,74282
939,1/17/2019,49:54.0, 000:07:16.094,66090
940,1/17/2019,49:54.0, 000:07:16.129,66090
941,1/17/2019,49:54.2, 000:07:16.234,618
942,1/17/2019,49:54.2, 000:07:16.290,554
943,1/17/2019,49:54.4, 000:07:16.526,682
944,1/17/2019,49:55.4, 000:07:17.529,1049258
945,1/17/2019,49:55.8, 000:07:17.857,2097830
946,1/17/2019,49:55.9, 000:07:17.970,2097826
947,1/17/2019,49:56.2, 000:07:18.248,4194986
948,1/17/2019,50:00.3, 000:07:22.358,4211370
949,1/17/2019,50:01.2, 000:07:23.288,4194986
950,1/17/2019,50:01.8, 000:07:23.839,4203178
951,1/17/2019,50:02.7, 000:07:24.763,4194986
952,1/17/2019,50:03.2, 000:07:25.291,37546
953,1/17/2019,50:03.3, 000:07:25.368,37514
954,1/17/2019,50:03.4, 000:07:25.506,33418
955,1/17/2019,50:03.6, 000:07:25.663,666
956,1/17/2019,50:03.6, 000:07:25.726,650
957,1/17/2019,50:03.9, 000:07:25.973,682
958,1/17/2019,50:04.9, 000:07:26.975,262826
959,1/17/2019,50:05.0, 000:07:27.081,262824
960,1/17/2019,50:05.2, 000:07:27.320,524969
961,1/17/2019,50:05.4, 000:07:27.450,524968
962,1/17/2019,50:05.6, 000:07:27.706,4194986
963,1/17/2019,50:06.4, 000:07:28.435,4196010
964,1/17/2019,50:06.5, 000:07:28.538,4198058
965,1/17/2019,50:07.3, 000:07:29.416,4196010
966,1/17/2019,50:07.4, 000:07:29.459,4194986
967,1/17/2019,50:07.7, 000:07:29.734,4211370
968,1/17/2019,50:08.7, 000:07:30.753,4194986
969,1/17/2019,50:09.1, 000:07:31.226,74410
970,1/17/2019,50:09.2, 000:07:31.304,74282
971,1/17/2019,50:09.4, 000:07:31.467,66090
972,1/17/2019,50:09.5, 000:07:31.567,618
973,1/17/2019,50:09.5, 000:07:31.623,554
974,1/17/2019,50:09.8, 000:07:31.860,682
975,1/17/2019,50:10.8, 000:07:32.863,1049258
976,1/17/2019,50:10.8, 000:07:32.928,1049250
977,1/17/2019,50:11.1, 000:07:33.193,2097830
978,1/17/2019,50:11.2, 000:07:33.305,2097826
979,1/17/2019,50:11.5, 000:07:33.585,4194986
980,1/17/2019,50:14.3, 000:07:36.337,4196010
981,1/17/2019,50:15.3, 000:07:37.407,4194986
982,1/17/2019,50:15.6, 000:07:37.644,148138
983,1/17/2019,50:15.6, 000:07:37.687,147626
984,1/17/2019,50:15.8, 000:07:37.861,131242
985,1/17/2019,50:15.9, 000:07:37.964,426
986,1/17/2019,50:15.9, 000:07:38.023,170
987,1/17/2019,50:16.2, 000:07:38.266,682
988,1/17/2019,50:17.2, 000:07:39.268,262826
989,1/17/2019,50:17.3, 000:07:39.373,262824
990,1/17/2019,50:17.5, 000:07:39.603,524969
991,1/17/2019,50:17.6, 000:07:39.728,524968
992,1/17/2019,50:17.9, 000:07:39.986,4194986
993,1/17/2019,50:18.6, 000:07:40.728,4197034
994,1/17/2019,50:19.6, 000:07:41.662,4196010
995,1/17/2019,50:19.7, 000:07:41.771,4194986
996,1/17/2019,50:20.0, 000:07:42.036,4211370
997,1/17/2019,50:21.0, 000:07:43.082,4194986
998,1/17/2019,50:21.4, 000:07:43.520,74410
999,1/17/2019,50:21.5, 000:07:43.596,74282
1000,1/17/2019,50:21.6, 000:07:43.687,66090
1001,1/17/2019,50:21.8, 000:07:43.862,618
1002,1/17/2019,50:21.8, 000:07:43.918,554
1003,1/17/2019,50:22.1, 000:07:44.155,682
1004,1/17/2019,50:23.1, 000:07:45.157,1049258
1005,1/17/2019,50:23.1, 000:07:45.221,1049250
1006,1/17/2019,50:23.4, 000:07:45.483,2097830
1007,1/17/2019,50:23.5, 000:07:45.591,2097826
1008,1/17/2019,50:23.8, 000:07:45.870,4194986
1009,1/17/2019,50:27.9, 000:07:49.989,4211370
1010,1/17/2019,50:28.8, 000:07:50.916,4194986
1011,1/17/2019,50:29.4, 000:07:51.469,4203178
1012,1/17/2019,50:30.3, 000:07:52.388,4194986
1013,1/17/2019,50:30.8, 000:07:52.921,37546
1014,1/17/2019,50:30.9, 000:07:53.002,37514
1015,1/17/2019,50:31.0, 000:07:53.122,33418
1016,1/17/2019,50:31.2, 000:07:53.293,666
1017,1/17/2019,50:31.3, 000:07:53.357,650
1018,1/17/2019,50:31.5, 000:07:53.605,682
1019,1/17/2019,50:32.5, 000:07:54.607,262826
1020,1/17/2019,50:32.6, 000:07:54.713,262824
