SeqNo,I_MAG1EXT,I_MAG1RET,I_MAG1EMPT,I_MAG2EXT,I_MAG2RET,I_MAG2EMPT,I_PSLD,I_PSCD,I_PSRD,I_RELAY1,I_LDCEXT,I_LDCRET,I_CDCEXT,I_CDCRET,I_RDCEXT,I_RDCRET,I_WHIT,I_METAL,I_PSEOC,ConcDWN,ConcUP,O_MAG1EXT,O_MAG1RET,O_MAG2EXT,O_MAG2RET,O_RDCEXT,O_CDCEXT,O_LDCEXT,O_CBFW,O_CBREV,I_SDO,I_SDC,I_AUHEXT,I_AUHRET,I_INDARM,I_ARMLOW,I_ARMHIG,I_ARMRET,I_ARMEXT,I_SUVE,I_SUILS,I_SUSLS,I_SUEXT,I_SURET,I_RELAY2,I_SUHE,I_SURLS,I_SULLS,I_SUARMALE,O_SDO,O_SDC,O_AUHRET,O_AUHEXT,O_PRESSLOW,O_PRESSHIG,O_ARMHIG,O_VACON,O_ARMEXT,O_ARMCCW,O_ARMCW,O_SUEXT,O_SUUP,O_SUDWN,O_SURIGHT,O_SULEFT
SeqNo,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
